categorie,nom_exercice,description,gif_url
Exercices dos,Rowing à la Smith machine,"Le rowing à la machine permet de travailler directement plusieurs muscles du haut du dos, notamment les rhomboïdes, les trapèzes inférieurs et moyens, le grand dorsal et les deltoïdes postérieur. Les muscles du bas du dos sont également mis à contribution, car ils se contractent pour stabiliser le torse pendant le mouvement.",https://www.docteur-fitness.com/wp-content/uploads/2022/10/rowing-smith-machine.gif
Exercices dos,Tirage horizontal prise large,"Le tirage horizontal prise large est un exercice de musculation qui permet de travailler les trapèzes, les deltoïdes postérieurs, les dorsaux, les abdominaux et les muscles érecteurs du rachis.",https://www.docteur-fitness.com/wp-content/uploads/2022/10/tirage-horizontal-prise-large.gif
Exercices dos,Montée à la corde,"Les montées à la corde sont l’une des pratiques les plus méconnues du CrossFit. Bien qu’il soit facile de s’en sortir avec des montées de corde imparfaites au début de votre apprentissage dans le fitness fonctionnel, si votre objectif est de devenir le meilleur athlète possible, vous devrez améliorer votre technique à un moment donné.",https://www.docteur-fitness.com/wp-content/uploads/2022/10/monter-a-la-corde-saut.gif
Exercices dos,Pull-over avec barre,"Le pull-over à la barre est un exercice sous-estimé qui permet de travailler les dorsaux et qui a sa place dans tout programme d’entraînement pour le dos. Qui plus est, il s’agit d’une excellente option lorsque vous souhaitez vous concentrer sur les muscles grands dorsaux sans faire travailler les biceps.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/pull-over-barre.gif
Exercices dos,Tirage incliné à la poulie haute,Vous avez besoin de plus de variété dans votre programme d’entraînement du dos ? Le tirage incliné à la poulie haute (en anglais cable incline pushdown) est un exercice original et efficace qui vous aidera à développer les muscles dorsaux.,https://www.docteur-fitness.com/wp-content/uploads/2022/04/tirage-incline-poulie-haute.gif
Exercices dos,Traction lestée,"Les tractions lestées sont un exercice de musculation qui permet de faire passer votre entraînement du dos à la vitesse supérieure. Bien qu’elles ciblent le grand dorsal, les tractions recrutent plusieurs autres muscles du haut du corps en synergie. Cet exercice est donc idéal pour développer la masse musculaire et la force du haut du corps.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/traction-lestee.gif
Exercices dos,Traction assistée avec banc,Les tractions sont un excellent exercice pour le haut du corps qui offre de nombreux avantages. Elles font partie de nombreux programmes d’entraînement au poids du corps.,https://www.docteur-fitness.com/wp-content/uploads/2022/02/traction-assistee-avec-banc.gif
Exercices dos,Tirage horizontal avec élastique,"Votre dos est l’un des groupes musculaires les plus importants si vous voulez avoir une belle silhouette et des performances exceptionnelles dans vos séances de musculation. À cet égard, les rowings sont un excellent allié. Ce mouvement vous permettra de développer votre force, de muscler et de renforcer votre dos.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/rowing-horizontal-bande-elastique.gif
Exercices dos,Tirage vertical prise inversée,"Le tirage vertical en prise inversée est une variante du tirage vertical. C’est un exercice qui permet de développer les muscles du dos. Bien que l’exercice cible principalement les muscles grands dorsaux, vous solliciterez également fortement les biceps et les muscles du milieu du dos.",https://www.docteur-fitness.com/wp-content/uploads/2022/01/tirage-vertical-prise-inversee.gif
Exercices abdominaux,Russian twist avec développé épaules,"L’exercice du Russian Twist avec développé épaules (en anglais Russian Twist with Overhead Press) est une combinaison dynamique entre le Russian Twist et le développé épaules, offrant une approche complète de renforcement musculaire. En combinant la torsion du buste avec le mouvement de développé au-dessus de la tête, cet exercice sollicite les muscles abdominaux, les obliques, les épaules, les bras et les muscles du haut du dos. Il présente de nombreux avantages, notamment l’amélioration de la force fonctionnelle, car le mouvement engage plusieurs groupes musculaires en même temps. Votre stabilité du tronc sera également mise à l’épreuve, renforçant ainsi votre équilibre et votre coordination. Par ailleurs, cet exercice sollicite plusieurs groupes musculaires simultanément, ce qui permet de travailler l’endurance musculaire de manière efficace.",https://www.docteur-fitness.com/wp-content/uploads/2023/07/russian-twist-avec-developpe-epaule.gif
Exercices abdominaux,Planche,"La planche (en anglais front plank) est un exercice de gainage très efficace pour renforcer les abdominaux et améliorer la posture. Cet exercice sollicite en profondeur les muscles abdominaux, dorsaux et fessiers. Réalisée régulièrement, la planche permet d’obtenir rapidement un ventre plat et des abdominaux dessinés.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/planche-abdos.gif
Exercices abdominaux,Crunch,"Les crunchs sont un mouvement de base qui permet de cibler les muscles abdominaux, en particulier le muscle droit de l’abdomen (le muscle du six-pack) et les obliques. Étant donné qu’il ne nécessite pas de matériel ou de machine, c’est un des premier exercice que l’on effectue à la maison quand on veut « travailler les abdos ».",https://www.docteur-fitness.com/wp-content/uploads/2000/07/crunch-au-sol-exercice-musculation.gif
Exercices abdominaux,Sit-up décliné,"Le sit-up décliné, couramment appelé crunch décliné est une variante plus difficile du sit-up classique pour les abdominaux. Il s’agit donc d’un exercice à réserver à ceux qui ont une ceinture abdominale assez solide et l’un des meilleurs exercices pour développer un impressionnant six-pack.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/sit-up-decline.gif
Exercices abdominaux,Relevé de genoux suspendu,"Si vous avez déjà essayé de vous modeler des abdominaux solides, vous connaissez probablement les crunchs. Mais cet exercice à lui seul ne contribue que très peu à la formation de ces muscles.",https://www.docteur-fitness.com/wp-content/uploads/2000/07/releve-de-genoux-suspendu-exercice-musculation.gif
Exercices abdominaux,Relevé de jambes à la chaise romaine,"Le relevé de jambes à la chaise romaine (en anglais Captain’s chair), effectué à l’aide d’un appareil de musculation appelé chaise romaine, est un exercice qui permet de renforcer les muscles abdominaux.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/releve-jambes-chaise-romaine-abdominaux.gif
Exercices abdominaux,Roulette à abdominaux,"La roue abdominale (en anglais « Ab Wheel » ou « Ab Roller« ) est un accessoire « innocent » au premier abord, mais qui a une efficacité redoutable sur vos muscles abdominaux. Le renforcement de la sangle abdominale a des avantages pour tout type de sport, mais aussi pour la vie du quotidien.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/roulette-abdominaux.gif
Exercices abdominaux,Relevé de jambes suspendu,"Le relevé de jambes suspendu est un exercice idéal pour travailler le bas des abdominaux. Tout ce dont vous avez besoin pour cet exercice, c’est d’un endroit auquel vous pouvez vous suspendre. Il peut s’agir d’une barre de traction ou d’un arbre.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/releve-de-jambes-suspendu.gif
Exercices abdominaux,Crunch à la poulie,"S’il n’y a en soi rien de mal à faire un crunch avec des charges, tenir un disque sur votre poitrine ou derrière votre tête peut être inconfortable et encombrant. Et plus vous prendrez de la force, plus il sera difficile d’ajouter du poids sans risquer de vous écraser la cage thoracique ou de forcer sur votre cou.",https://www.docteur-fitness.com/wp-content/uploads/2000/06/crunch-poulie-haute-exercice-musculation.gif
Exercices abdominaux,Flexions des obliques au banc à lombaire à 45°,"Les flexions latérales du buste (45 side bend) permettent de cibler vos obliques externes. Cet exercice s’effectue de préférence sur un banc à lombaire à 45°, un appareil conçu à l’origine pour les extensions des lombaires, et que l’on trouve dans la plupart des salles de sport.",https://www.docteur-fitness.com/wp-content/uploads/2000/07/flexions-des-obliques-banc-lombaire-45-exercice-musculation.gif
Exercices abdominaux,Planche latérale,"L’exercice de la planche latérale (en anglais side plank) est un excellent exercice qui fait travailler l’ensemble de la sangle abdominale, mais principalement les muscles obliques.",https://www.docteur-fitness.com/wp-content/uploads/2022/01/planche-laterale-obliques.gif
Exercices abdominaux,Mountain climber,"Le mountain climber est un excellent exercice pour améliorer le gainage, l’endurance cardiovasculaire et l’agilité. Cet exercice ciblant principalement les muscles de la sangle abdominale permet de solliciter plusieurs groupes musculaires différents, ce qui en fait un bon exercice pour travailler le corps entier.",https://www.docteur-fitness.com/wp-content/uploads/2000/06/mountain-climber-exercice-musculation.gif
Exercices abdominaux,Rotations du buste avec barre,"Les rotations de buste avec barre ciblent les obliques, c’est-à-dire les muscles abdominaux situés sur les côtés du buste.",https://www.docteur-fitness.com/wp-content/uploads/2021/11/rotation-buste-barre.gif
Exercices abdominaux,Crunch sur swiss ball,"Les crunchs sont un excellent moyen de renforcer les abdominaux. Effectués correctement, ils permettent de tonifier, d’aplatir et de fortifier les abdominaux.",https://www.docteur-fitness.com/wp-content/uploads/2000/07/crunch-swiss-ball-exercice-musculation.gif
Exercices abdominaux,Rotations des abdominaux suspendu,Les rotations des abdominaux suspendu sont une variante du relevé de jambes qui permet de maximiser le travail des obliques. C’est un excellent mouvement qui permet d’effectuer un gainage dynamique de la sangle abdominale.,https://www.docteur-fitness.com/wp-content/uploads/2021/11/rotations-abdos-obliques-suspendu.gif
Exercices abdominaux,Sit-up avec médecine ball contre un mur,"Le sit-up avec médecine ball contre un mur, (en anglais wall ball sit-ups) est un excellent exercice popularisé par le CrossFit, qui vous permettra d’intensifier l’entraînement de vos abdominaux. Vous pourrez ainsi brûler plus de calories et améliorer votre condition physique générale.",https://www.docteur-fitness.com/wp-content/uploads/2022/09/sit-up-avec-medicine-ball-contre-un-mur.gif
Exercices abdominaux,Crunch à la machine,"Le crunch à la machine est un exercice d’isolation qui permet de travailler les abdominaux avec une charge définie. Cet exercice est donc intéressant pour travailler avec une charge additionnelle plus importante, si faire des dizaines de crunchs au sol devient trop facile pour vous.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/crunch-machine-abdos.gif
Exercices abdominaux,Dragon flag,"Le dragon flag (en français drapeau du dragon) est un exercice de musculation qui a été rendu célèbre grâce au maître d’arts martiaux Bruce Lee. C’est l’un des mouvements de gainage pour les abdominaux les plus avancés qui vous aidera à avoir des abdos incroyablement forts et définis, autrement dit le 6-pack que beaucoup de personnes recherchent. Le mouvement du drapeau du dragon de Bruce Lee est désormais un exercice faisant partie de la culture pop du monde du fitness. Au fil des années, il a été adopté par les amateurs de callisthénie et de musculation qui aiment pratiquer des mouvements difficiles.",https://www.docteur-fitness.com/wp-content/uploads/2022/07/dragon-flag.gif
Exercices abdominaux,Flexions latérales avec haltère,"Les flexions latérales avec haltère sont un excellent exercice pour cibler les muscles obliques. Le renforcement des muscles de la taille est crucial pour la pratique d’activités physiques nécessitant une grande stabilité, un bon équilibre et une grande mobilité.",https://www.docteur-fitness.com/wp-content/uploads/2022/07/flexions-laterales-haltere.gif
Exercices abdominaux,AB Coaster,"Si vous voulez muscler vos abdos, essayez l’Ab Coaster, un appareil révolutionnaire pour les abdominaux. Cet appareil est parfait pour les personnes qui souhaitent travailler les muscles abdominaux, mais qui n’arrivent pas à apprécier les exercices traditionnels comme les crunchs, les relevés de jambes et les relevés de buste.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/ab-coaster-abdominaux.gif
Exercices abdominaux,Crunch debout avec élastique,"De nombreux sportifs considèrent le crunch à la poulie comme l’un des meilleurs exercices pour développer des abdos en six-pack. En effet, les crunchs à la poulie vous permettent d’effectuer une flexion de la colonne vertébrale avec une résistance. Dans une salle de sport, l’exercice est effectué sur une machine équipée d’une poulie avec câble fixée à une pile de poids. Si vous vous entraînez à la maison sans machine à poulie, vous pouvez effectuer le même mouvement avec une bande élastique.",https://www.docteur-fitness.com/wp-content/uploads/2022/08/crunch-debout-avec-elastique.gif
Exercices abdominaux,Crunch à la poulie pour les obliques,"Le crunch à la poulie pour les obliques (en anglais kneeling cable oblique crunch) est un exercice efficace pour travailler les obliques avec une résistance constante. Il permet de développer une taille tonique et forte, tout en améliorant la stabilité du tronc et la posture. L’avantage de cet exercice est que vous pouvez changer les poids rapidement et donc faire des séries en pyramidale en augmentant la charge progressivement.",https://www.docteur-fitness.com/wp-content/uploads/2023/07/crunch-a-la-poulie-pour-les-obliques.gif
Exercices abdominaux,Crunch papillon,Le crunch papillon (en anglais butterfly sit-ups) est un excellent exercice pour le renforcement musculaire des abdominaux.,https://www.docteur-fitness.com/wp-content/uploads/2022/05/crunch-papillon-butterfly-sit-ups.gif
Exercices abdominaux,Crunch bicyclette,"Le crunch bicyclette (en anglais air bike) est une variante avancée du crunch. Cet exercice permet de cibler les abdominaux (droit de l’abdomen), les muscles obliques, mais aussi les muscles dentelés. Le muscle transverse de l’abdomen (muscle profond de la sangle abdominale) est également sollicité.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/exercice-abdos-bicyclette.gif
Exercices abdominaux,Jackknife sur swiss ball,Le jackknife sur swiss ball (en anglais stability ball jackknife) est un exercice d’isolation qui permet de se muscler et de gagner en force au niveau des abdominaux et des fléchisseurs de la hanche. Cet exercice est recommandé aux personnes qui ont déjà un bon niveau de musculation.,https://www.docteur-fitness.com/wp-content/uploads/2022/05/jackknife-sur-swiss-ball.gif
Exercices abdominaux,Crunch avec sangles de suspension,Le crunch avec sangle de suspension TRX est un exercice qui permet de faire travailler les muscles abdominaux à l’aide de sangles de suspension et de votre propre poids de corps.,https://www.docteur-fitness.com/wp-content/uploads/2022/05/crunch-sangle-suspension-trx.gif
Exercices abdominaux,Rotations russes,"Les rotations russes (en anglais russian twist) sont un exercice très efficace qui cible les muscles obliques externes et internes, qui assurent les rotations du buste et les flexions latérales. Cet exercice est également intéressant pour travailler l’équilibre, mais aussi le gainage des abdominaux.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/rotations-russes-obliques.gif
Exercices abdominaux,Cocon,Le cocon est un excellent exercice de musculation des abdominaux que vous pouvez faire en utilisant le poids de votre corps.,https://www.docteur-fitness.com/wp-content/uploads/2022/04/cocon-abdominaux.gif
Exercices abdominaux,Hollow hold,"Lorsque la plupart des gens pensent à l’entraînement des abdominaux, ils ont tendance à se concentrer sur les avantages esthétiques d’un ventre plat et fort. Après tout, de nombreux pratiquants s’entraînent dans le but précis de développer un six-pack.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/hollow-hold.gif
Exercices abdominaux,Planche de l’ours,"Nous connaissons tous l’exercice de la planche. Avec le regain de popularité que connaît cet exercice, de nombreuses variantes ont vu le jour. De la planche latérale à la planche dynamique, la planche de l’ours (en anglais bear plank) est un peu à part.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/gainage-ours-bear-plank.gif
Exercices abdominaux,Windmill,Le windmill (en français moulin à vent) est un mouvement unique qui permet de renforcer plusieurs muscles et de gagner en stabilité et en souplesse.,https://www.docteur-fitness.com/wp-content/uploads/2022/04/windmill.gif
Exercices abdominaux,Planche sur Swiss ball,"Vous pouvez dire ce que vous voulez sur les abdominaux, mais les planches sont considérées comme l’un des meilleurs exercices de renforcement de la ceinture abdominale. Et la simple utilisation d’un ballon de stabilité (Swiss ball) peut vous donner de meilleurs résultats. En effet, la tenue du ballon de stabilité avec les perturbations qui y sont associées est meilleure que la planche classique, car elle sollicite le tronc d’une manière plus fonctionnelle.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/planche-abdos-swiss-ball.gif
Exercices abdominaux,Rotations du buste avec landmine,Les rotations du buste avec landmine (en anglais Landmine Twist) sont un exercice extrêmement polyvalent et efficace pour développer une force fonctionnelle de la sangle abdominale.,https://www.docteur-fitness.com/wp-content/uploads/2022/04/rotation-buste-landmine.gif
Exercices abdominaux,Rotation du buste debout à la poulie,L’exercice de rotation des obliques à la poulie est un exercice dynamique qui isole les muscles abdominaux en mettant l’accent sur les muscles obliques et les fléchisseurs de la hanche. Ce mouvement fait également travailler les muscles du bas du dos.,https://www.docteur-fitness.com/wp-content/uploads/2022/02/rotation-buste-debout-poulie.gif
Exercices abdominaux,Flexions latérales à la poulie basse,Les flexions latérales à la poulie basse sont simplement une variante de la flexion latérale généralement effectuée avec haltères. Cet exercice est couramment utilisé pour développer les muscles obliques de la ceinture abdominale.,https://www.docteur-fitness.com/wp-content/uploads/2022/04/flexions-laterales-poulie-basse.gif
Exercices abdominaux,Touche talon alternés,Les touches talons alternés (en anglais heel touches) sont un excellent exercice pour cibler les muscles obliques. Les touchés de chevilles font également travailler le muscle droit de l’abdomen et le muscle transverse de l’abdomen.,https://www.docteur-fitness.com/wp-content/uploads/2022/08/touche-talon-alternes.gif
Exercices abdominaux,Sits-up à la chaise romaine,"Les sits-up (en français redressement) à la chaise romaine sont un mouvement qui permet de cibler les iliopsoas. Si aucune flexion de la taille n’a lieu, le muscle droit de l’abdomen et les muscles obliques ne jouent qu’un rôle de stabilisateur. Les sits-up à la chaise romaine permettent donc de solliciter les abdominaux de manière isométrique mais pas dynamiquement.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/sits-up-chaise-romaine.gif
Exercices abdominaux,Planche inversée,"La planche inversée est une excellente alternative à la planche classique. Elle cible principalement les fessiers, les abdominaux, tout en renforçant les muscles de la chaîne postérieure, les bras et les épaules. La planche inversée est un bon exercice de gainage puisque vous devez maintenir le poids de votre corps vers le haut tout en gardant les hanches hautes et le corps droit.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/planche-inversee-abdos.gif
Exercices abdominaux,Russian twists à la poulie sur Swiss ball,Cette variante des russian twists (en français rotations russes) sera la pièce maîtresse de votre programme d’entraînement pour muscler vos abdominaux !,https://www.docteur-fitness.com/wp-content/uploads/2022/04/russian-twist-poulie.gif
Exercices abdominaux,Relevé de jambes assis,"Le relevé de jambes assis (en anglais seated leg raise) est un exercice de flexion de la hanche, qui cible les iliopsoas (fléchisseurs de la hanche). Les muscles abdominaux agissent en tant que muscles stabilisateurs. Cet exercice est donc un exercice de gainage dynamique.",https://www.docteur-fitness.com/wp-content/uploads/2022/06/releve-de-jambes-assis.gif
Exercices abdominaux,Ciseaux,"Les ciseaux (en anglais scissor kick) sont un exercice efficace pour travailler les abdominaux, en particulier le bas des abdos. Il fait également travailler les fléchisseurs de la hanche et les muscles du bas du dos.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/ciseaux.gif
Exercices abdominaux,Dead bug,"Avoir des abdos durs comme la pierre est l’objectif de nombreux programmes de musculation. Cependant, pour obtenir des abdominaux dignes de ce nom, il ne suffit pas de faire d’interminables exercices de crunchs ou de planches. En effet, un bon développement de la ceinture abdominale nécessite des exercices complémentaires pour faire travailler les muscles abdominaux profonds. C’est là que l’exercice dead bug (en français exercice de la punaise morte) est intéressant.",https://www.docteur-fitness.com/wp-content/uploads/2022/11/dead-bug.gif
Exercices abdominaux,Cercles jambes tendues,"L’exercice des cercles jambes tendues est un exercice de gainage dynamique pour les abdominaux et les obliques. Les muscles des jambes sont également sollicités ainsi que les muscles psoas-iliaques. L’avantage de cet exercice est qu’il permet de travailler sans salle de sport, sans machine, c’est l’exercice sans matériel pour les abdos par excellence.",https://www.docteur-fitness.com/wp-content/uploads/2022/11/cercles-jambes-tendues.gif
Exercices abdominaux,Bear plank avec kickback,"La bear plank avec kickback (en français planche de l’ours avec coup de pied) est un exercice très complet. Les deux principaux groupes musculaires sollicités sont les abdominaux et les fessiers, mais vous utiliserez aussi vos quadriceps, vos épaules et bien d’autres muscles pour réaliser ce mouvement.",https://www.docteur-fitness.com/wp-content/uploads/2022/11/bear-plank-avec-kickback.gif
Exercices abdominaux,Planche avec sangles de suspension,"Cette variante de la planche au sol vous permet de challenger votre équilibre et votre gainage abdominal. Cet exercice permet de travailler les abdominaux mais aussi les muscles de l’avant des cuisses, notamment le muscle droit fémoral. Une étude publiée dans The Journal of Strength & Conditioning Research(1) révèle que cette variante permet une plus grande activation des muscles abdominaux.",https://www.docteur-fitness.com/wp-content/uploads/2022/10/planche-avec-sangles-de-suspension.gif
Exercices abdominaux,Planche latérale avec rotation,Vous voulez renforcer vos abdominaux ? Alors vous devriez ajouter cette variante de la planche latérale à votre programme d’entraînement.,https://www.docteur-fitness.com/wp-content/uploads/2022/08/planche-laterale-avec-rotation.gif
Exercices abdominaux,Crunch avec jambes verticales,"Le crunch avec jambes verticales (en anglais vertical leg crunch) est un excellent exercice de renforcement des muscles abdominaux. Il est similaire au crunch classique, sauf que les jambes sont perpendiculaires au sol. Cette position augmente l’intensité de l’exercice, ce qui en fait une bonne option une fois que vous avez maîtrisé le crunch simple.",https://www.docteur-fitness.com/wp-content/uploads/2022/08/crunch-avec-jambes-verticales.gif
Exercices abdominaux,Rotation du buste avec élastique,Les exercices de rotation du buste font principalement travailler les muscles obliques. Ils sont néanmoins très efficaces pour travailler l’ensemble de la sangle abdominale.,https://www.docteur-fitness.com/wp-content/uploads/2022/02/rotation-buste-elastique-pallof-press.gif
Exercices abdominaux,Roulage avec une barre,"L’exercice d’abdominaux roulés avec une barre est un excellent exercice qui fait travailler l’ensemble de la zone abdominale, y compris les muscles obliques et la zone des muscles dentelés.Il fait également travailler les épaules et le bas du dos pour maintenir le haut du corps dans une bonne position.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/abdominaux-a-la-barre.gif
Exercices abdominaux,Zercher carry,Le Zercher carry est une variante de la marche du fermier (en anglais farmers carry). C’est un exercice de musculation (ou plutôt un exercice de strongman) qui permet de travailler l’ensemble du corps.,https://www.docteur-fitness.com/wp-content/uploads/2022/06/zercher-carry.gif
Exercices fessiers,Hack squat assis,"Le hack squat assis (appelé en anglais « Linear Hack Squat ») est une variante très particulière du squat (flexion de jambes), effectuée sur une machine Hammer Strength conçue spécifiquement pour cela. Cet exercice permet un mouvement guidé, offrant une meilleure stabilité et focalisation musculaire. Idéal pour ceux qui cherchent à muscler leurs jambes ou améliorer leur force sans mettre de pression excessive sur le dos, ce mouvement est un excellent complément à tout programme d’entraînement.",https://www.docteur-fitness.com/wp-content/uploads/2023/08/hack-squat-assis.gif
Exercices fessiers,Presse à cuisse sur le côté,"La presse à cuisse sur le côté (en anglais « Single Leg Side Press ») est une variante spécifique de l’exercice traditionnel du leg press qui se concentre sur le travail unilatéral du bas du corps. En sollicitant principalement les quadriceps, les fessiers, mais aussi les ischio-jambiers et les mollets, cet exercice offre des avantages uniques en matière de force, de flexibilité et de symétrie. Il peut être particulièrement utile pour les athlètes cherchant à améliorer leur équilibre et leur coordination, ainsi que pour ceux qui veulent travailler sur la puissance et l’endurance de chaque jambe séparément.",https://www.docteur-fitness.com/wp-content/uploads/2023/08/presse-a-cuisse-sur-le-cote.gif
Exercices fessiers,Fentes croisées,"Les fentes croisées (en anglais Curtsy Lunge) sont un exercice de renforcement musculaire qui cible principalement les muscles des jambes. Cet exercice est particulièrement efficace pour travailler les fessiers et les quadriceps. Il s’agit d’une variante de la fente traditionnelle, qui imite le mouvement de révérence. En ajoutant cet exercice à votre routine d’entraînement, vous pouvez bénéficier d’une multitude d’avantages par rapport à la fente traditionnelle :",https://www.docteur-fitness.com/wp-content/uploads/2023/08/fentes-croisees.gif
Exercices fessiers,Hip thrust à la machine,"Si vous cherchez un bon exercice pour travailler vos fessiers et le haut de vos jambes, le hip thrust est idéal pour votre programme d’entraînement. Bien que vous puissiez effectuer cet exercice au poids du corps ou avec une barre, l’utilisation d’un appareil dédié aux mouvements de flexion des hanches vous permettra de rester stable et de travailler confortablement. Il peut être intimidant d’essayer un nouvel appareil de musculation si vous ne l’avez jamais utilisé auparavant, mais ne vous tracassez pas et testez cet exercice que vous pourriez vraiment adorer.",https://www.docteur-fitness.com/wp-content/uploads/2022/08/hip-thrust-a-la-machine.gif
Exercices fessiers,Squat,"Le squat est le roi de tous les exercices ! Bien qu’il cible principalement les quadriceps, ischio-jambiers et fessiers, on dit qu’il fait travailler plus de 256 muscles ! Que vous soyez bodybuilder, powerlifter ou sportif de compétition, le squat est un exercice composé incontournable qui devrait faire partie de tout programme de musculation.",https://www.docteur-fitness.com/wp-content/uploads/2021/11/homme-faisant-un-squat-avec-barre.gif
Exercices fessiers,Soulevé de terre roumain,"Le soulevé de terre roumain (RDL de l’anglais Romanian Deadlift) est un exercice populaire et efficace pour la chaîne postérieure. Les bodybuilders l’utilisent pour renforcer leurs fessiers et leurs ischio-jambiers, tandis que les powerlifters s’en servent pour augmenter leurs performances au deadlift. Le RDL devrait faire partie de votre liste d’exercices à faire régulièrement !",https://www.docteur-fitness.com/wp-content/uploads/2022/04/souleve-de-terre-roumain.gif
Exercices fessiers,Good morning,L’exercice good morning est un exercice efficace pour cibler les fessiers et les muscles ischio-jambiers.,https://www.docteur-fitness.com/wp-content/uploads/2022/01/good-morning-exercice.gif
Exercices fessiers,Pull through à la poulie,"Quelle que soit la façon dont on considère les choses, des fessiers puissants sont à la base de tous les mouvements de musculation. Vous en avez besoin pour les grands exercices comme le squat et le soulevé de terre, mais ce n’est pas tout. Ils contribuent également à améliorer les performances des coureurs, la vitesse de sprint et les sauts. Avoir des fessiers musclés aide même à prévenir les blessures aux genoux et aux lombaires.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/pull-through-a-la-poulie.gif
Exercices fessiers,Montées sur banc,Les montées sur banc (dumbbell step up) sont un excellent exercice polyvalent pour le bas du corps.,https://www.docteur-fitness.com/wp-content/uploads/2000/06/montees-sur-banc-exercice-musculation.gif
Exercices fessiers,Extension de la hanche à la poulie basse,"Bien que les squats et les fentes soient les exercices préférés pour développer des fesses bien fermes, ils ne sont pas les seuls exercices disponibles pour y arriver. Bien sûr, ce sont eux qui permettent de développer la masse musculaire et la force, mais certains mouvements d’isolation sont aussi très efficaces pour cibler ces muscles.",https://www.docteur-fitness.com/wp-content/uploads/2022/05/extension-hanche-poulie-basse.gif
Exercices fessiers,Hyperextension inversée au Swiss ball,Les hyperextensions inversées au Swiss ball sont un excellent exercice pour renforcer la chaîne postérieure. Elles permettent de solliciter principalement les fessiers et de renforcer les ischio-jambiers et les muscles du bas du dos. Un de ses avantages est qu’il peut être effectué à la maison si vous possédez ces deux équipements.,https://www.docteur-fitness.com/wp-content/uploads/2022/02/hyperextension-inversee-ballon-gym.gif
Exercices fessiers,Reverse hyperextension,Le reverse hyperextension (en français hyperextension inversée) à la machine est un exercice d’isolation qui permet de travailler les fessiers (grand fessier) tout en sollicitant également les ischio-jambiers et le bas du dos.,https://www.docteur-fitness.com/wp-content/uploads/2022/02/reverse-hyperextension.gif
Exercices fessiers,Soulevé de terre roumain à la landmine,"Le soulevé de terre roumain à la mine terrestre, est une variante du soulevé de terre roumain. C’est un exercice qui cible principalement les muscles des ischio-jambiers et des fessiers.",https://www.docteur-fitness.com/wp-content/uploads/2022/01/souleve-de-terre-roumain-landmine-exercice-ischio-jambiers.gif
Exercices fessiers,Donkey kick,"Pour obtenir un corps en meilleure santé, beaucoup de personnes se tournent vers des exercices et des programmes d’entraînement intensifs. Bien que des méthodes d’entraînement sophistiquées aient leur place, si vous êtes un débutant, elles peuvent être inadaptées.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/donkey-kick.gif
Exercices fessiers,Fire hydrant,"De nos jours, sous l’influence de nombreuses célébrités des réseaux sociaux, les fesses sont devenues le groupe musculaire à la mode. Tout le monde, hommes et femmes, veut avoir des fesses fermes et bien galbées qui remplissent bien les pantalons.",https://www.docteur-fitness.com/wp-content/uploads/2022/04/fire-hydratant.gif
Exercices fessiers,Rack Pull,Le rack pull est un exercice de levée de barre très efficace qui consiste à soulever et à bloquer une charge lourde à partir d’une position haute sur un rack de musculation.,https://www.docteur-fitness.com/wp-content/uploads/2022/01/rack-pull.gif
Exercices fessiers,Good morning avec élastique,"Si vous êtes coincé à la maison ou si vous voyagez souvent, vous êtes peut-être à la recherche d’un nouvel exercice pour pimenter vos séances d’entraînement. De nombreux exercices à la maison se concentrent sur les muscles de l’avant du corps et négligent les muscles de l’arrière. C’est pourquoi vous devriez inclure le good morning avec élastique dans votre programme d’entraînement.",https://www.docteur-fitness.com/wp-content/uploads/2022/02/good-morning-elastique.gif
Exercices fessiers,Soulevé de terre,"Le soulevé de terre (en anglais deadlift) est un exercice extrêmement populaire et un véritable test de la force globale du corps. Il est populaire auprès de nombreux pratiquants de l’haltérophilie, mais aussi les bodybuilders, les powerlifters et les athlètes de CrossFit.",https://www.docteur-fitness.com/wp-content/uploads/2021/12/souleve-de-terre.gif
